Mesh,Massflow,Case,HeatTransfer(W)
1,mflow005,styleA,11535.156025236749,10828.233794440635,10522.147618847795,10896.844572680788,11877.817076770942
2,mflow005,styleA,11431.85367215734,10709.767596374906,10410.360409312398,10772.795520342366,11742.644250620726
3,mflow005,styleA,11253.491369143794,10530.785058364821,10188.518010525451,10589.76107492978,11614.808249698248
4,mflow005,styleA,11051.936517855913,10301.570677754533,9895.325035865342,10340.54295187271,11432.342563383394
5,mflow005,styleA,10921.925732346373,10142.206701940986,9606.68149069396,10087.96410307945,11261.13565794831
6,mflow005,styleA,10896.85654556897,10129.282195848371,9577.007030023826,10050.71411800063,11182.418343798541
7,mflow005,styleA,10882.104851849164,10090.354952131152,9483.364473915173,10001.310304313285,11163.701624578887
8,mflow005,styleA,10853.035837686948,10071.034703099116,9403.000422002644,9906.214892715121,11121.64324881851
9,mflow005,styleA,10846.230710084077,10046.535811836307,9354.869763927984,9864.593395555898,11087.986606986731
10,mflow005,styleA,10846.329957026097,10037.10834065918,9347.610388062649,9841.46279763711,11091.836164300315
11,mflow005,styleA,10842.170815709973,10033.759587192519,9345.716495201365,9841.657932274533,11069.461061998296
12,mflow005,styleA,
13,mflow005,styleA,10826.548156164512,10065.839427410267,9353.61369038781,9839.578665704556,11086.255853199575
1,mflow035,styleA,16211.610205556313,15111.952411270344,14711.617828438899,15299.527295451202,16697.124555538343
2,mflow035,styleA,16251.583208575248,15122.600438989892,14711.03767147225,15326.856422879771,16704.698495911794
3,mflow035,styleA,15947.017125900025,14858.718150223625,14449.580581460339,15061.899954762126,16445.345976314547
4,mflow035,styleA,15523.528051116558,14504.620850822046,14044.528338416087,14581.3688391642,15989.921259257473
5,mflow035,styleA,15330.090015768124,14298.345628960602,13699.238043000614,14278.016507728713,15756.39331708986
6,mflow035,styleA,15326.890668267684,14321.386486358302,13694.00948346327,14268.446827785143,15694.778583946325
7,mflow035,styleA,15255.59561877346,14249.62196851064,13580.133610785811,14166.499645922206,15602.877975068019
8,mflow035,styleA,15225.125550562558,14237.404497303276,13512.345652168307,14088.65802073165,15563.258190428896
9,mflow035,styleA,15098.295050321856,14145.506835107972,13400.990072156445,13937.145413841525,15346.1403612325
10,mflow035,styleA,15197.297969940368,14192.262739361768,13440.192910377427,14010.266555283219,15492.131840264876
11,mflow035,styleA,10841.79364840067,10262.254818267147,9610.721171315456,9974.386655346538,11002.803190327419
12,mflow035,styleA,
13,mflow035,styleA,11765.113511603333,11304.185082667856,10760.278626482024,11055.585381565359,11123.715974060528
