Mesh,Massflow,Case,HeatTransferPerArea(W/m2)
1,mflow005,styleA,25277.182963945656,23728.070862104512,23057.318554171918,23878.400105407254,26028.01461663527
2,mflow005,styleA,25050.81476626531,23468.474108300496,22812.357791986575,23606.56977097636,25731.808649489143
3,mflow005,styleA,24659.966427735664,23076.266992569115,22326.231666128977,23205.483962008275,25451.679962623828
4,mflow005,styleA,24218.267444134224,22573.986160011646,21683.758828966234,22659.365903734455,25051.84600882642
5,mflow005,styleA,23886.24682209741,22181.00415760856,21009.80804630299,22062.375284230173,24628.091113720213
6,mflow005,styleA,23798.09323976939,22121.756491566917,20915.61988308566,21950.16694560248,24421.74279220274
7,mflow005,styleA,23743.671717519752,22016.15398939275,20691.757786965336,21821.865774143862,24358.088079297526
8,mflow005,styleA,23666.439428309324,21961.18545500848,20504.450852262224,21601.774676552082,24252.17240851985
9,mflow005,styleA,23647.744990309086,21904.191720380186,20396.170845959747,21507.507565471766,24174.838867971204
10,mflow005,styleA,23647.63499911149,21883.33523199628,20380.0621451329,21456.780405716825,24182.89818976116
11,mflow005,styleA,23638.33634122627,21875.820619371887,20375.734123577353,21456.996418218565,24133.87947370104
12,mflow005,styleA,
13,mflow005,styleA,23604.098558687736,21945.59729411381,20392.7989090496,21452.30236370475,24170.31467751365
1,mflow035,styleA,35524.77629340129,33115.04761408758,32237.758963763245,33526.05717624794,36588.62560168998
2,mflow035,styleA,35612.369812614845,33138.38079667926,32236.48765827733,33585.94385582005,36605.22247546498
3,mflow035,styleA,34944.968992066715,32560.131585777013,31663.55334571809,33005.34123145203,36036.89993544711
4,mflow035,styleA,34016.93028285651,31784.192972604404,30775.9638266561,31952.34268081599,35038.9294984201
5,mflow035,styleA,33526.900190974105,31270.479212596183,29960.22736288961,31226.01897560137,34459.214596443366
6,mflow035,styleA,33473.026984787255,31277.06567427712,29906.91101442946,31161.446465123343,34276.47168738533
7,mflow035,styleA,33286.194091930476,31091.262204121365,29630.50045813524,30909.89523937156,34043.92994259864
8,mflow035,styleA,33200.342928894956,31046.49023471564,29465.406241538323,30722.12942631098,33937.684605437
9,mflow035,styleA,32918.40646599056,30841.067956290866,29217.818089852935,30386.783155636065,33458.77692928467
10,mflow035,styleA,33133.802566377446,30942.58153694759,29302.886554393135,30545.785630002792,33776.612049256284
11,mflow035,styleA,23637.514032865172,22373.990885854135,20953.503075243923,21746.374463579315,23988.55053384857
12,mflow035,styleA,
13,mflow035,styleA,25650.36379798596,24645.445156498245,23459.617373410518,24103.446750187857,24251.985434625538
